Term,ListingCategory (numeric),BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,CurrentlyInGroup,CreditScoreRangeLower,CreditScoreRangeUpper,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,LoanCurrentDaysDelinquent,LoanMonthsSinceOrigination,LoanOriginalAmount,LoanOriginationQuarter,MonthlyLoanPayment,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors,decision
60,1,AZ,Other,Self-employed,315.0,True,False,640.0,659.0,14.0,14.0,15.0,11,353.0,0.0,7.0,1.0,151.0,0.0,0.0,0.0,7039.0,0.59,1627.0,14.0,0.93,0.0,0.22,"$100,000+",False,11333.333333,0,5,10000,Q4 2013,314.32,1.0,0,0,0.0,54,Denied
36,1,NY,Nurse (RN),Employed,292.0,False,False,700.0,719.0,6.0,6.0,23.0,6,1027.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,41687.0,0.73,14669.0,20.0,1.0,0.0,0.21,"$100,000+",True,9166.666667,0,4,25000,Q4 2013,885.73,1.0,0,0,0.0,1,Review
36,1,IL,Laborer,Employed,47.0,True,False,700.0,719.0,9.0,9.0,27.0,9,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38518.0,0.96,1183.0,23.0,1.0,1.0,0.44,"$25,000-49,999",True,3083.333333,0,3,10000,Q4 2013,341.78,1.0,0,0,0.0,1,Review
60,1,NY,Other,Not employed,100.0,False,False,700.0,719.0,8.0,7.0,10.0,7,756.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,26016.0,0.45,31604.0,8.0,0.75,0.0,0.22,Not employed,False,0.0,0,23,15000,Q2 2012,384.58,1.0,0,0,0.0,7,Review
36,1,GA,Executive,Employed,26.0,True,False,680.0,699.0,14.0,10.0,22.0,6,583.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,17828.0,0.92,1472.0,19.0,1.0,0.0,0.42,"$50,000-74,999",True,5666.666667,0,26,4000,Q1 2012,173.71,1.0,0,0,0.0,1,Denied
36,1,GA,Other,Self-employed,31.0,False,False,700.0,719.0,5.0,5.0,6.0,5,468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16307.0,0.57,12043.0,6.0,1.0,0.0,0.22,"$50,000-74,999",False,4166.666667,0,41,5000,Q4 2010,205.47,1.0,0,0,0.0,98,Denied
36,7,AL,Other,Employed,95.0,True,False,740.0,759.0,7.0,7.0,11.0,5,401.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,10523.0,0.7,3087.0,9.0,0.88,0.0,0.1,"$50,000-74,999",True,5833.333333,0,31,5000,Q3 2011,180.74,1.0,0,0,0.0,84,Review
36,2,MO,Other,Not employed,2.0,True,False,720.0,739.0,15.0,13.0,49.0,15,696.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,36572.0,0.82,7808.0,48.0,1.0,0.0,0.22,Not employed,False,0.0,0,20,2000,Q3 2012,69.03,1.0,0,0,0.0,46,Review
60,1,MD,Medical Technician,Employed,81.0,False,False,700.0,719.0,8.0,7.0,25.0,5,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10843.0,0.94,532.0,24.0,1.0,1.0,0.33,"$25,000-49,999",True,3916.666667,0,1,10000,Q1 2014,246.11,1.0,0,0,0.0,1,Review
36,1,MA,Executive,Employed,216.0,False,False,700.0,719.0,9.0,9.0,16.0,8,746.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,22771.0,0.51,15436.0,16.0,1.0,0.0,0.18,"$100,000+",True,9166.666667,0,2,24000,Q1 2014,773.29,1.0,0,0,0.0,1,Approved
60,1,CA,Sales - Commission,Employed,178.0,False,False,660.0,679.0,12.0,11.0,17.0,9,420.0,3.0,14.0,0.0,0.0,0.0,1.0,0.0,11506.0,0.95,414.0,16.0,1.0,2.0,0.18,"$75,000-99,999",True,6250.0,0,3,13000,Q4 2013,345.14,1.0,0,0,0.0,1,Denied
36,7,NC,Other,Employed,237.0,False,False,660.0,679.0,2.0,2.0,9.0,2,50.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,495.0,0.76,155.0,9.0,0.55,0.0,0.05,"$25,000-49,999",True,2750.0,0,29,2500,Q4 2011,100.71,1.0,0,0,0.0,23,Denied
36,1,NY,Sales - Commission,Employed,54.0,False,False,700.0,719.0,15.0,12.0,29.0,8,200.0,0.0,6.0,3.0,4340.0,0.0,0.0,0.0,4118.0,0.43,3554.0,25.0,0.84,0.0,0.27,"$25,000-49,999",True,3333.333333,0,5,10000,Q4 2013,332.1,1.0,0,0,0.0,1,Approved
36,1,MD,Professional,Employed,105.0,False,False,700.0,719.0,9.0,9.0,37.0,6,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7225.0,0.77,1724.0,29.0,1.0,1.0,0.3,"$50,000-74,999",True,4166.666667,0,4,15000,Q4 2013,501.73,1.0,0,0,0.0,1,Approved
60,1,NC,Postal Service,Full-time,191.0,True,False,600.0,619.0,12.0,10.0,21.0,8,560.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20256.0,0.94,1209.0,20.0,1.0,0.0,0.18,"$75,000-99,999",True,7333.333333,0,25,6000,Q1 2012,153.83,1.0,0,0,0.0,10,Review
36,2,FL,Other,Other,449.0,False,False,660.0,679.0,3.0,3.0,37.0,5,151.0,2.0,4.0,0.0,0.0,18.0,1.0,0.0,2660.0,0.88,340.0,30.0,0.8,0.0,0.1,"$25,000-49,999",True,2799.0,0,17,3000,Q4 2012,119.15,1.0,0,0,0.0,16,Denied
36,2,LA,Other,Employed,270.0,True,False,720.0,739.0,16.0,14.0,37.0,12,883.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,27501.0,0.48,15342.0,35.0,0.97,2.0,0.32,"$75,000-99,999",True,6500.0,0,39,5000,Q4 2010,173.08,1.0,0,0,0.0,125,Review
36,1,CA,Other,Employed,66.0,False,False,660.0,679.0,11.0,10.0,42.0,7,182.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,7426.0,0.51,6964.0,36.0,0.97,0.0,0.38,"$25,000-49,999",True,4083.333333,0,2,10000,Q1 2014,344.94,1.0,0,0,0.0,1,Review
36,1,TN,Professional,Employed,72.0,True,False,760.0,779.0,11.0,9.0,29.0,8,201.0,1.0,3.0,1.0,1415.0,16.0,0.0,0.0,10091.0,0.86,897.0,26.0,0.84,1.0,0.17,"$50,000-74,999",True,5000.0,0,7,10000,Q3 2013,332.29,1.0,0,0,0.0,1,Approved
36,1,TX,Professional,Employed,211.0,True,False,720.0,739.0,14.0,12.0,38.0,9,1919.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,149049.0,0.95,6923.0,34.0,1.0,1.0,0.19,"$100,000+",True,29166.666667,0,11,20000,Q2 2013,689.3,1.0,0,0,0.0,228,Review
60,7,NY,Food Service,Employed,200.0,False,False,740.0,759.0,15.0,10.0,29.0,9,233.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,710.0,0.03,20690.0,26.0,0.96,1.0,0.22,"$1-24,999",False,1950.0,0,21,7000,Q2 2012,188.78,1.0,0,0,0.0,110,Review
36,5,NY,Nurse (RN),Full-time,69.0,False,False,720.0,739.0,12.0,7.0,30.0,6,302.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,8195.0,0.88,683.0,26.0,0.96,0.0,0.23,"$75,000-99,999",True,7250.0,0,52,2400,Q4 2009,83.31,1.0,0,0,0.0,155,Review
60,1,TX,Other,Other,158.0,True,False,660.0,679.0,10.0,9.0,45.0,6,378.0,1.0,4.0,2.0,446.0,10.0,1.0,0.0,10426.0,0.54,7223.0,38.0,0.89,2.0,0.32,"$50,000-74,999",True,4736.0,0,6,12500,Q3 2013,329.78,1.0,0,0,0.0,1,Review
36,7,WV,Sales - Retail,Employed,52.0,False,False,680.0,699.0,9.0,8.0,10.0,7,191.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4550.0,0.83,482.0,10.0,0.9,0.0,0.38,"$1-24,999",True,1500.0,177,28,2000,Q4 2011,86.54,1.0,0,0,0.0,31,Denied
60,1,CO,Other,Employed,128.0,True,False,740.0,759.0,24.0,24.0,37.0,21,866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28035.0,0.21,92966.0,37.0,1.0,2.0,0.56,"$50,000-74,999",True,4166.666667,0,3,15000,Q4 2013,354.1,1.0,0,0,0.0,1,Review
36,13,CT,Computer Programmer,Employed,160.0,True,False,680.0,699.0,13.0,13.0,24.0,11,1789.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,74859.0,0.98,1379.0,22.0,1.0,0.0,0.26,"$100,000+",True,10833.333333,0,2,5000,Q1 2014,177.89,1.0,0,0,0.0,1,Review
36,1,CT,Other,Employed,124.0,False,False,700.0,719.0,10.0,10.0,22.0,12,1574.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,47263.0,0.48,46187.0,22.0,0.95,1.0,0.46,"$75,000-99,999",True,6333.333333,0,16,12500,Q4 2012,470.87,1.0,0,0,0.0,220,Review
36,1,FL,Other,Employed,365.0,False,False,700.0,719.0,6.0,5.0,35.0,4,204.0,2.0,4.0,1.0,0.0,11.0,1.0,0.0,4146.0,0.98,47.0,31.0,0.71,1.0,0.14,"$50,000-74,999",True,4333.333333,0,41,3500,Q4 2010,157.04,1.0,0,0,0.0,97,Denied
36,7,WI,Other,Employed,92.0,False,False,720.0,739.0,12.0,11.0,24.0,10,62.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,339.0,0.02,13261.0,24.0,1.0,4.0,0.22,"$25,000-49,999",False,2250.0,0,24,6500,Q1 2012,223.7,1.0,0,0,0.0,102,Review
36,8,FL,Accountant/CPA,Employed,70.0,True,False,740.0,759.0,13.0,11.0,30.0,8,442.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,20536.0,0.47,22381.0,26.0,1.0,1.0,0.31,"$50,000-74,999",True,5000.0,0,8,6000,Q3 2013,200.69,1.0,0,0,0.0,1,Approved
60,1,NM,Other,Employed,29.0,False,False,660.0,679.0,7.0,6.0,19.0,5,185.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5537.0,0.83,1047.0,16.0,0.82,1.0,0.19,"$25,000-49,999",True,3563.333333,0,5,10000,Q4 2013,267.45,1.0,0,0,0.0,24,Review
36,1,TX,Clerical,Employed,46.0,True,False,620.0,639.0,9.0,9.0,20.0,6,255.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,7465.0,0.27,6757.0,14.0,0.64,2.0,0.26,"$50,000-74,999",True,4200.583333,0,8,4000,Q3 2013,165.15,1.0,0,0,0.0,1,Denied
36,1,MO,Other,Full-time,54.0,True,False,640.0,659.0,18.0,15.0,47.0,11,309.0,4.0,8.0,0.0,0.0,10.0,1.0,0.0,6905.0,1.0,63.0,46.0,0.82,4.0,1.02,"$25,000-49,999",True,2158.333333,758,46,4000,Q2 2010,180.94,1.0,0,0,0.0,38,Denied
36,1,GA,Homemaker,Employed,179.0,True,False,640.0,659.0,7.0,7.0,19.0,5,275.0,1.0,4.0,3.0,17529.0,99.0,0.0,0.0,6768.0,0.94,84.0,13.0,0.57,1.0,0.23,"$25,000-49,999",True,3488.0,0,1,3500,Q1 2014,145.72,1.0,0,0,0.0,1,Denied
36,3,SC,Construction,Self-employed,50.0,True,False,740.0,759.0,7.0,7.0,21.0,3,156.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4741.0,0.48,4125.0,18.0,1.0,1.0,0.22,"$50,000-74,999",False,5000.0,0,0,10000,Q1 2014,326.87,1.0,0,0,0.0,1,Approved
36,3,CA,Other,Employed,316.0,False,False,640.0,659.0,14.0,14.0,33.0,12,542.0,2.0,14.0,0.0,0.0,0.0,1.0,0.0,13792.0,0.6,6114.0,31.0,0.93,2.0,0.28,"$50,000-74,999",True,5416.666667,0,33,7500,Q2 2011,322.47,1.0,1,0,0.0,118,Denied
36,3,GA,Truck Driver,Full-time,125.0,False,True,620.0,639.0,5.0,3.0,12.0,3,160.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2721.0,0.84,269.0,11.0,1.0,1.0,0.22,"$75,000-99,999",False,7500.0,0,44,4500,Q3 2010,200.62,1.0,0,0,0.0,69,Denied
60,1,NY,Engineer - Mechanical,Employed,337.0,True,False,700.0,719.0,5.0,3.0,14.0,2,158.0,0.0,1.0,1.0,314.0,2.0,0.0,0.0,5533.0,1.0,11.0,12.0,0.71,0.0,0.1,"$100,000+",True,9958.333333,0,7,18000,Q3 2013,464.36,1.0,0,0,0.0,1,Review
36,1,WA,Administrative Assistant,Employed,28.0,False,False,780.0,799.0,14.0,13.0,32.0,13,358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9010.0,0.17,27963.0,32.0,1.0,0.0,0.24,"$50,000-74,999",True,4250.0,0,41,15000,Q4 2010,492.15,1.0,0,0,0.0,462,Approved
36,20,IL,Professional,Employed,6.0,False,False,720.0,739.0,7.0,7.0,11.0,7,325.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5771.0,0.2,22041.0,11.0,1.0,0.0,0.1,"$100,000+",True,9583.333333,0,5,20000,Q4 2013,664.19,1.0,0,0,0.0,1,Approved
60,1,AL,Laborer,Employed,131.0,True,False,740.0,759.0,9.0,8.0,33.0,7,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3956.0,0.93,124.0,30.0,0.93,2.0,0.22,"$25,000-49,999",True,2491.666667,0,11,5500,Q2 2013,135.19,1.0,0,0,0.0,1,Review
36,19,MI,Nurse (LPN),Employed,49.0,True,False,680.0,699.0,12.0,11.0,44.0,9,202.0,1.0,9.0,3.0,93.0,7.0,1.0,0.0,2391.0,0.25,2000.0,41.0,0.88,0.0,0.2,"$25,000-49,999",True,3482.166667,0,20,3500,Q3 2012,151.99,1.0,0,0,0.0,7,Denied
60,1,MD,Administrative Assistant,Employed,178.0,True,False,700.0,719.0,11.0,8.0,36.0,5,232.0,2.0,10.0,4.0,662.0,0.0,0.0,0.0,8247.0,0.99,77.0,27.0,0.87,0.0,0.22,"$50,000-74,999",True,5833.333333,0,9,10000,Q2 2013,252.25,1.0,1,0,0.0,172,Review
60,1,LA,Professional,Employed,254.0,True,False,700.0,719.0,14.0,13.0,54.0,13,1366.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,59251.0,0.56,40477.0,51.0,1.0,0.0,0.31,"$75,000-99,999",True,6308.333333,0,0,25000,Q1 2014,583.65,1.0,0,0,0.0,1,Review
36,7,FL,Medical Technician,Part-time,32.0,False,False,700.0,719.0,4.0,4.0,22.0,3,103.0,0.0,2.0,1.0,9746.0,0.0,0.0,0.0,649.0,0.07,8300.0,12.0,0.91,0.0,0.22,"$25,000-49,999",False,2083.333333,0,50,4000,Q1 2010,180.94,1.0,0,0,0.0,38,Denied
36,2,FL,Bus Driver,Employed,256.0,True,False,720.0,739.0,8.0,8.0,21.0,7,718.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,47359.0,0.67,22983.0,19.0,0.89,0.0,0.07,"$50,000-74,999",True,5416.666667,0,18,3500,Q3 2012,112.51,1.0,0,0,0.0,44,Approved
36,6,IL,Executive,Employed,45.0,False,False,640.0,659.0,6.0,5.0,37.0,3,15.0,1.0,4.0,1.0,822.0,42.0,3.0,0.0,8967.0,0.52,8233.0,27.0,0.54,0.0,0.17,"$75,000-99,999",True,7916.666667,0,32,7500,Q3 2011,322.47,1.0,0,0,0.0,85,Denied
60,1,CA,Biologist,Employed,61.0,False,False,640.0,659.0,11.0,11.0,13.0,11,303.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11568.0,0.78,2145.0,12.0,1.0,0.0,0.19,"$25,000-49,999",True,4083.333333,0,8,15000,Q3 2013,461.26,1.0,0,0,0.0,1,Denied
36,1,PA,Other,Employed,83.0,False,False,700.0,719.0,7.0,6.0,18.0,3,70.0,0.0,2.0,0.0,0.0,8.0,1.0,0.0,2971.0,0.83,419.0,17.0,0.88,2.0,0.15,"$50,000-74,999",True,5000.0,0,27,7000,Q4 2011,248.32,1.0,0,0,0.0,124,Review
36,1,OH,Truck Driver,Employed,173.0,True,False,660.0,679.0,8.0,6.0,34.0,4,191.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,5303.0,0.51,4466.0,21.0,0.83,2.0,0.11,"$50,000-74,999",True,6000.0,0,4,2600,Q4 2013,89.94,1.0,0,0,0.0,1,Review
36,7,FL,Other,Employed,66.0,False,False,700.0,719.0,4.0,4.0,9.0,3,223.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,2964.0,0.39,4238.0,6.0,1.0,0.0,0.23,"$1-24,999",True,1750.0,11,30,4000,Q3 2011,174.2,1.0,0,0,0.0,68,Denied
36,3,GA,Professional,Self-employed,38.0,True,True,760.0,779.0,21.0,18.0,53.0,14,2458.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,266664.0,0.81,61236.0,39.0,1.0,0.0,0.22,"$100,000+",False,8750.0,0,51,6900,Q4 2009,233.32,1.0,1,1,1000.0,181,Approved
36,1,NV,Other,Employed,120.0,False,False,740.0,759.0,18.0,16.0,30.0,14,440.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13531.0,0.21,48499.0,28.0,1.0,1.0,0.28,"$75,000-99,999",True,7916.666667,0,6,25000,Q3 2013,818.35,1.0,0,0,0.0,1,Approved
36,1,FL,Computer Programmer,Employed,106.0,True,False,680.0,699.0,10.0,9.0,25.0,8,914.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,19247.0,0.51,13255.0,23.0,0.95,1.0,0.45,"$75,000-99,999",True,6291.666667,712,30,10000,Q3 2011,408.2,1.0,0,0,0.0,161,Denied
36,1,LA,Police Officer/Correction Officer,Full-time,53.0,True,False,740.0,759.0,6.0,5.0,16.0,3,171.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,6567.0,0.55,5333.0,12.0,0.84,0.0,0.21,"$50,000-74,999",True,4166.666667,0,44,6000,Q3 2010,204.63,1.0,0,0,0.0,186,Review
36,1,WA,Administrative Assistant,Employed,47.0,True,False,660.0,679.0,10.0,10.0,30.0,10,663.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18586.0,0.87,2125.0,29.0,0.96,2.0,0.3,"$25,000-49,999",True,3416.666667,0,13,4000,Q1 2013,163.56,1.0,0,0,0.0,84,Denied
36,1,WY,Military Enlisted,Employed,221.0,True,False,740.0,759.0,9.0,8.0,18.0,6,421.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,16011.0,0.54,13189.0,17.0,1.0,2.0,0.36,"$50,000-74,999",True,6083.333333,0,5,15000,Q4 2013,528.84,1.0,0,0,0.0,1,Review
36,1,AZ,Other,Other,17.0,False,False,780.0,799.0,8.0,8.0,31.0,6,504.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,18175.0,0.33,36501.0,29.0,1.0,0.0,0.31,"$50,000-74,999",True,5689.083333,0,1,10000,Q1 2014,317.02,1.0,0,0,0.0,1,Approved
36,1,NY,Professional,Employed,64.0,False,False,640.0,659.0,7.0,6.0,25.0,6,50.0,5.0,8.0,2.0,1266.0,38.0,1.0,0.0,1630.0,0.15,7763.0,10.0,0.83,2.0,0.08,"$50,000-74,999",True,6000.0,14,36,4000,Q1 2011,161.14,1.0,0,0,0.0,74,Denied
36,1,CA,Sales - Retail,Employed,134.0,True,False,700.0,719.0,20.0,18.0,42.0,16,554.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,15734.0,0.77,2534.0,40.0,0.97,0.0,0.27,"$75,000-99,999",True,6708.333333,0,32,15000,Q3 2011,549.76,1.0,0,0,0.0,43,Review
36,19,OH,Military Enlisted,Employed,241.0,False,False,680.0,699.0,4.0,4.0,31.0,1,25.0,0.0,2.0,0.0,0.0,15.0,3.0,0.0,388.0,0.51,362.0,26.0,0.73,0.0,0.17,"$50,000-74,999",True,5810.583333,0,22,4000,Q2 2012,143.97,1.0,0,0,0.0,36,Review
36,1,TX,Teacher,Full-time,42.0,False,False,640.0,659.0,23.0,20.0,64.0,16,665.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,25582.0,0.84,4618.0,41.0,1.0,0.0,0.4,"$50,000-74,999",True,4416.666667,0,52,1500,Q4 2009,54.23,1.0,0,0,0.0,98,Review
60,1,OH,Accountant/CPA,Employed,164.0,True,False,680.0,699.0,27.0,19.0,66.0,12,903.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43734.0,0.95,1081.0,58.0,0.94,1.0,0.56,"$75,000-99,999",True,6675.0,0,20,15000,Q3 2012,415.99,1.0,0,0,0.0,180,Review
60,1,FL,Construction,Employed,6.0,True,False,660.0,679.0,10.0,10.0,35.0,8,559.0,0.0,6.0,0.0,0.0,5.0,1.0,0.0,16945.0,0.74,4374.0,35.0,0.74,1.0,0.18,"$50,000-74,999",True,5600.0,0,5,15000,Q4 2013,372.39,1.0,0,0,0.0,1,Review
60,1,FL,Food Service Management,Employed,34.0,False,False,700.0,719.0,6.0,6.0,11.0,5,268.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,9797.0,0.22,34253.0,11.0,1.0,0.0,0.23,"$50,000-74,999",True,4875.0,0,0,10000,Q1 2014,216.88,1.0,0,0,0.0,1,Approved
36,7,DC,Teacher,Full-time,197.0,False,False,680.0,699.0,2.0,2.0,6.0,2,30.0,0.0,2.0,2.0,3717.0,14.0,0.0,0.0,293.0,0.05,5007.0,2.0,0.5,0.0,0.03,"$25,000-49,999",True,2394.0,0,48,1000,Q1 2010,35.58,1.0,0,0,0.0,89,Review
36,1,CA,Tradesman - Mechanic,Employed,25.0,True,False,660.0,679.0,6.0,5.0,23.0,3,106.0,0.0,2.0,1.0,579.0,29.0,1.0,0.0,3583.0,0.76,1117.0,19.0,0.94,2.0,0.26,"$50,000-74,999",True,4400.0,0,2,5892,Q1 2014,200.09,1.0,0,0,0.0,1,Review
36,1,SC,Civil Service,Employed,522.0,True,False,760.0,779.0,17.0,15.0,43.0,16,845.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,18262.0,0.41,23735.0,34.0,1.0,1.0,0.16,"$100,000+",True,10000.0,0,10,20000,Q2 2013,642.91,1.0,0,0,0.0,1,Approved
36,1,WI,Construction,Employed,15.0,True,False,720.0,739.0,24.0,23.0,46.0,23,745.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,16742.0,0.26,42007.0,43.0,0.97,2.0,0.33,"$50,000-74,999",True,4333.333333,0,1,15000,Q1 2014,470.67,1.0,0,0,0.0,1,Approved
36,1,NV,Analyst,Employed,204.0,False,False,660.0,679.0,11.0,10.0,34.0,8,332.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,9278.0,0.92,651.0,32.0,0.81,2.0,0.13,"$50,000-74,999",True,5916.666667,0,1,9600,Q1 2014,311.07,1.0,0,0,0.0,1,Approved
36,3,CA,Other,Self-employed,25.0,False,False,620.0,639.0,14.0,13.0,16.0,12,319.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,5912.0,0.58,3471.0,16.0,0.93,1.0,0.22,"$100,000+",False,28333.333333,0,25,4000,Q1 2012,171.98,1.0,0,0,0.0,3,Denied
60,1,TX,Other,Other,0.0,True,False,720.0,739.0,11.0,10.0,28.0,6,237.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,7378.0,0.34,11490.0,27.0,0.96,0.0,0.48,"$25,000-49,999",True,2697.916667,0,11,4000,Q2 2013,112.39,1.0,0,0,0.0,66,Review
36,1,MI,Other,Employed,63.0,False,False,660.0,679.0,6.0,6.0,11.0,6,198.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4987.0,0.77,1173.0,10.0,0.9,0.0,0.14,"$25,000-49,999",True,2500.0,0,9,4000,Q2 2013,157.33,1.0,0,0,0.0,86,Denied
36,7,VA,Police Officer/Correction Officer,Employed,82.0,True,False,680.0,699.0,7.0,7.0,12.0,7,215.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,6483.0,0.56,1696.0,12.0,1.0,1.0,0.15,"$25,000-49,999",True,2600.0,0,3,4000,Q4 2013,164.79,1.0,0,0,0.0,1,Denied
36,2,WA,Professional,Employed,130.0,False,False,680.0,699.0,12.0,11.0,25.0,4,101.0,1.0,2.0,0.0,0.0,18.0,1.0,0.0,862.0,0.03,4705.0,23.0,0.73,1.0,0.15,"$50,000-74,999",True,4583.333333,0,0,2000,Q1 2014,67.04,1.0,0,0,0.0,1,Review
36,1,NJ,Computer Programmer,Employed,7.0,False,False,700.0,719.0,13.0,13.0,19.0,3,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5818.0,0.95,292.0,14.0,1.0,0.0,0.2,"$50,000-74,999",True,4166.666667,0,3,10000,Q4 2013,329.24,1.0,0,0,0.0,1,Approved
36,1,CT,Other,Employed,4.0,True,False,680.0,699.0,17.0,16.0,28.0,9,349.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,13149.0,0.96,393.0,26.0,1.0,1.0,0.18,"$75,000-99,999",True,7500.0,0,7,2000,Q3 2013,67.38,1.0,0,0,0.0,1,Approved
36,1,NY,Sales - Retail,Employed,3.0,False,False,700.0,719.0,5.0,5.0,11.0,4,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2186.0,0.48,1633.0,5.0,1.0,1.0,0.22,"$1-24,999",False,1000.0,0,18,2320,Q3 2012,100.75,1.0,0,0,0.0,22,Denied
60,1,CA,Analyst,Employed,309.0,False,False,700.0,719.0,15.0,15.0,37.0,14,566.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,13064.0,0.53,9656.0,33.0,0.96,0.0,0.28,"$75,000-99,999",True,7500.0,0,5,21000,Q4 2013,541.29,1.0,0,0,0.0,1,Review
60,1,FL,Other,Other,0.0,True,False,680.0,699.0,5.0,5.0,15.0,5,188.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4908.0,0.82,1042.0,14.0,0.78,0.0,0.24,"$1-24,999",True,1955.0,0,10,10000,Q2 2013,276.7,1.0,0,0,0.0,1,Review
36,1,GA,Other,Employed,42.0,False,False,640.0,659.0,6.0,5.0,21.0,4,277.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,15104.0,0.8,3899.0,20.0,1.0,1.0,0.19,"$50,000-74,999",True,4416.666667,0,37,7500,Q1 2011,306.15,1.0,0,0,0.0,140,Denied
36,1,GA,Other,Employed,67.0,False,False,660.0,679.0,8.0,8.0,19.0,6,302.0,0.0,2.0,1.0,18226.0,5.0,1.0,0.0,11185.0,0.91,795.0,16.0,0.93,0.0,0.27,"$50,000-74,999",True,5833.333333,0,8,15000,Q3 2013,578.46,1.0,0,0,0.0,1,Denied
60,1,IL,Engineer - Mechanical,Employed,17.0,True,False,720.0,739.0,10.0,7.0,20.0,3,250.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8592.0,0.98,108.0,20.0,1.0,1.0,0.18,"$100,000+",True,10250.0,0,3,20000,Q4 2013,465.37,1.0,0,0,0.0,1,Review
60,1,CA,Nurse (RN),Employed,17.0,True,False,760.0,779.0,12.0,12.0,17.0,9,339.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10833.0,0.54,8562.0,15.0,1.0,0.0,0.11,"$75,000-99,999",True,7083.333333,0,15,10000,Q4 2012,212.47,1.0,0,0,0.0,126,Approved
